SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
3620,Hastera1,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,-,-,-,-,-,-,-,-,27.22555556,75.52972222,,10-11-2023 00:00,36.27
3621,Hastera1_1,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.22560000,75.52970000,436.00,10-01-2024 00:00,38.11
3622,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,10-01-2021 00:00,3.83
3623,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,31-08-2021 06:00,4.83
3624,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,30-11-2021 06:00,3.33
3625,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,30-01-2022 07:00,3.83
3626,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,30-05-2022 06:00,5.73
3627,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,30-08-2022 06:00,1.53
3628,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,10-11-2022 06:00,2.73
3629,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,30-05-2023 00:00,9.73
3630,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,30-08-2023 00:00,6.63
3631,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,10-11-2023 00:00,3.83
3632,HATAI,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,HATAI,-,-,-,-,-,-,23.88861111,73.90083333,,10-01-2024 00:00,5.43
3633,Hathoj,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.96110000,75.68480000,437.80,10-11-2023 00:00,48.35
3634,Hathoj,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.96110000,75.68480000,437.80,10-01-2024 00:00,48.3
3635,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,10-01-2021 00:00,78.1
3636,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,31-08-2021 06:00,78.6
3637,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,30-11-2021 06:00,79
3638,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,30-01-2022 07:00,79.6
3639,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,30-05-2022 06:00,78.75
3640,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,30-08-2022 06:00,74.9
3641,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,10-11-2022 06:00,74.7
3642,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,10-01-2023 00:00,75.6
3643,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,30-05-2023 00:00,77.63
3644,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,30-08-2023 00:00,77.5
3645,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,10-11-2023 00:00,78.92
3646,Heerapura,CGWB,8,Rajasthan,102,JAIPUR,SANGANER,SANGANER,Heerapura,-,-,-,-,-,-,26.88805556,75.71694444,,10-01-2024 00:00,78.56
3647,HEM NAGAR,CGWB,8,Rajasthan,107,JODHPUR,Jodhpur,-,-,-,-,-,-,-,-,26.29610000,72.78170000,,10-01-2023 00:00,35
3648,HEM NAGAR,CGWB,8,Rajasthan,107,JODHPUR,Jodhpur,-,-,-,-,-,-,-,-,26.29610000,72.78170000,,30-05-2023 00:00,34.6
3649,HEM NAGAR,CGWB,8,Rajasthan,107,JODHPUR,Jodhpur,-,-,-,-,-,-,-,-,26.29610000,72.78170000,,10-11-2023 00:00,36.45
3650,HEM NAGAR,CGWB,8,Rajasthan,107,JODHPUR,Jodhpur,-,-,-,-,-,-,-,-,26.29610000,72.78170000,,10-01-2024 00:00,36.04
3651,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,10-01-2021 00:00,8.2
3652,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,31-08-2021 06:00,8.4
3653,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,30-11-2021 06:00,8.6
3654,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,30-01-2022 07:00,8.87
3655,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,30-05-2022 06:00,7.75
3656,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,30-08-2022 06:00,7.12
3657,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,10-11-2022 06:00,8.2
3658,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,10-01-2023 00:00,7.1000004
3659,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,30-05-2023 00:00,7.26
3660,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,30-08-2023 00:00,6.5
3661,Higetawari Dhani,CGWB,8,Rajasthan,97,DAUSA,MAHUA,MAHUWA,Higetawari Dhani,-,-,-,-,-,-,26.90000000,77.03333333,,10-01-2024 00:00,16.15
3662,Hilori,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,26.86940000,73.71060000,349.60,10-11-2023 00:00,39.17
3663,Hilori,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,26.86940000,73.71060000,349.60,10-01-2024 00:00,34.5
3664,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,30-01-2022 07:00,0.06
3665,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,30-05-2022 06:00,0.75
3666,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,30-08-2022 06:00,0.28
3667,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,10-11-2022 06:00,0.19
3668,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,10-01-2023 00:00,0.25
3669,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,30-05-2023 00:00,0.44999996
3670,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,30-08-2023 00:00,3.2000003
3671,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,10-11-2023 00:00,0.5
3672,Hindaun,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,Hindaun,-,-,-,-,-,-,26.73333333,77.03333333,,10-01-2024 00:00,0.09000003
3673,HINDWAR,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,SAWAI MADHOPUR,SAWAI MADHOPUR,HINDWAR,-,-,-,-,-,-,25.93333333,76.44166667,,10-01-2023 00:00,4
3674,HINDWAR,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,SAWAI MADHOPUR,SAWAI MADHOPUR,HINDWAR,-,-,-,-,-,-,25.93333333,76.44166667,,30-05-2023 00:00,10.91
3675,HINDWAR,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,SAWAI MADHOPUR,SAWAI MADHOPUR,HINDWAR,-,-,-,-,-,-,25.93333333,76.44166667,,30-08-2023 00:00,6.38
3676,HINDWAR,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,SAWAI MADHOPUR,SAWAI MADHOPUR,HINDWAR,-,-,-,-,-,-,25.93333333,76.44166667,,10-11-2023 00:00,9.65
3677,HINDWAR,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,SAWAI MADHOPUR,SAWAI MADHOPUR,HINDWAR,-,-,-,-,-,-,25.93333333,76.44166667,,10-01-2024 00:00,9.9
3678,Hirpura,CGWB,8,Rajasthan,104,JALORE,RANIWARA,RANIWARA,Hirpura,-,-,-,-,-,-,24.76194444,72.11694444,,10-01-2023 00:00,54.65
3679,Hirpura,CGWB,8,Rajasthan,104,JALORE,RANIWARA,RANIWARA,Hirpura,-,-,-,-,-,-,24.76194444,72.11694444,,30-05-2023 00:00,55.050003
3680,Hirpura,CGWB,8,Rajasthan,104,JALORE,RANIWARA,RANIWARA,Hirpura,-,-,-,-,-,-,24.76194444,72.11694444,,30-08-2023 00:00,34.850002
3681,Hirpura,CGWB,8,Rajasthan,104,JALORE,RANIWARA,RANIWARA,Hirpura,-,-,-,-,-,-,24.76194444,72.11694444,,10-11-2023 00:00,35.45
3682,Hirpura,CGWB,8,Rajasthan,104,JALORE,RANIWARA,RANIWARA,Hirpura,-,-,-,-,-,-,24.76194444,72.11694444,,10-01-2024 00:00,36.25
3683,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,10-01-2021 00:00,45.54
3684,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,31-08-2021 06:00,47.25
3685,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,30-11-2021 06:00,47.65
3686,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,30-01-2022 07:00,47.1
3687,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,30-05-2022 06:00,48.3
3688,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,10-01-2023 00:00,
3689,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,30-05-2023 00:00,
3690,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,30-08-2023 00:00,
3691,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,10-11-2023 00:00,
3692,Holawas,CGWB,8,Rajasthan,87,ALWAR,BANSUR,BANSUR,Holawas,-,-,-,-,-,-,27.63333333,76.33333333,,10-01-2024 00:00,
3693,INTALIKHARA,CGWB,8,Rajasthan,117,UDAIPUR,SALUMBER,SALUMBER,INTALIKHARA,-,-,-,-,-,-,24.01666667,73.96666667,,30-08-2023 00:00,0.79999995
3694,INTALIKHARA,CGWB,8,Rajasthan,117,UDAIPUR,SALUMBER,SALUMBER,INTALIKHARA,-,-,-,-,-,-,24.01666667,73.96666667,,10-11-2023 00:00,0.5
3695,Intalikhara_1,CGWB,8,Rajasthan,117,UDAIPUR,-,-,-,-,-,-,-,-,-,24.00580000,73.95890000,230.00,30-05-2023 00:00,3.8000002
3696,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,10-01-2021 00:00,8.2
3697,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,31-08-2021 06:00,3.9
3698,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,30-11-2021 06:00,3.9
3699,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,30-01-2022 07:00,3.7
3700,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,30-05-2022 06:00,6.4
3701,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,30-08-2022 06:00,3.98
3702,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,10-11-2022 06:00,3.2
3703,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,10-01-2023 00:00,4.2
3704,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,30-05-2023 00:00,5.56
3705,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,30-08-2023 00:00,3.8000002
3706,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,10-11-2023 00:00,6.2
3707,ISLAMPUR,CGWB,8,Rajasthan,108,KARAULI,HINDONE,HINDAUN,ISLAMPUR,-,-,-,-,-,-,26.70000000,77.01666667,,10-01-2024 00:00,4.38
3708,Ismailpur_1,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.44480000,76.22270000,441.30,10-11-2023 00:00,56.1
3709,Ismailpur_1,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.44480000,76.22270000,441.30,10-01-2024 00:00,52.45
3710,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,10-01-2021 00:00,10.83
3711,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,31-08-2021 06:00,10.22
3712,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,30-11-2021 06:00,10.26
3713,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,30-05-2022 06:00,10.14
3714,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,30-08-2022 06:00,10.13
3715,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,10-11-2022 06:00,10.13
3716,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,10-01-2023 00:00,10.280001
3717,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,30-05-2023 00:00,10.06
3718,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,30-08-2023 00:00,10.030001
3719,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,10-11-2023 00:00,10.1
3720,JAGATSINGHWALA,CGWB,8,Rajasthan,100,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,JAGATSINGHWALA,-,-,-,-,-,-,29.51250000,73.61666667,,10-01-2024 00:00,12.21
3721,JAGGASAR,CGWB,8,Rajasthan,93,BIKANER,Shri Kolayat,KOLAYAT,JAGGASAR,-,-,-,-,-,-,28.30833333,72.42777778,,10-01-2023 00:00,16.1
3722,JAGGASAR,CGWB,8,Rajasthan,93,BIKANER,Shri Kolayat,KOLAYAT,JAGGASAR,-,-,-,-,-,-,28.30833333,72.42777778,,30-05-2023 00:00,16.35
3723,JAGGASAR,CGWB,8,Rajasthan,93,BIKANER,Shri Kolayat,KOLAYAT,JAGGASAR,-,-,-,-,-,-,28.30833333,72.42777778,,30-08-2023 00:00,15.999999
3724,JAGGASAR,CGWB,8,Rajasthan,93,BIKANER,Shri Kolayat,KOLAYAT,JAGGASAR,-,-,-,-,-,-,28.30833333,72.42777778,,10-11-2023 00:00,16.230001
3725,JAGGASAR,CGWB,8,Rajasthan,93,BIKANER,Shri Kolayat,KOLAYAT,JAGGASAR,-,-,-,-,-,-,28.30833333,72.42777778,,10-01-2024 00:00,14.929999
3726,Jagjeevanpura,CGWB,8,Rajasthan,91,BHARATPUR,WEIR,WEIR,Jagjeevanpura,-,-,-,-,-,-,27.03333333,77.13333333,,10-01-2021 00:00,11.4
3727,JAHAJPUR,CGWB,8,Rajasthan,92,BHILWARA,JAHAZPUR,JAHAZPUR,JAHAJPUR,-,-,-,-,-,-,25.62083333,75.27500000,,10-01-2021 00:00,5.4
3728,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,10-01-2021 00:00,35.08
3729,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,31-08-2021 06:00,34.18
3730,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,30-11-2021 06:00,33.88
3731,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,30-01-2022 07:00,24.48
3732,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,30-05-2022 06:00,34.78
3733,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,30-08-2022 06:00,34.53
3734,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,10-11-2022 06:00,33.48
3735,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,10-01-2023 00:00,34.34
3736,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,30-05-2023 00:00,32.079998
3737,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,30-08-2023 00:00,32.78
3738,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,10-11-2023 00:00,32.68
3739,JAISALMER,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,JAISALMER,-,-,-,-,-,-,26.94166667,70.90972222,,10-01-2024 00:00,32.68
3740,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,10-01-2021 00:00,11.6
3741,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,31-08-2021 06:00,14.25
3742,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,30-11-2021 06:00,14.15
3743,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,30-01-2022 07:00,14.9
3744,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,30-05-2022 06:00,15.04
3745,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,30-08-2022 06:00,14.45
3746,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,10-11-2022 06:00,14.16
3747,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,10-01-2023 00:00,15.75
3748,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,30-05-2023 00:00,15.030001
3749,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,30-08-2023 00:00,14.35
3750,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,10-11-2023 00:00,15.1
3751,JAISARI,CGWB,8,Rajasthan,91,BHARATPUR,NAGAR,NAGAR,JAISARI,-,-,-,-,-,-,27.52500000,77.07500000,,10-01-2024 00:00,16.93
3752,JAISINGHPUR,CGWB,8,Rajasthan,116,TONK,MALPURA,MALPURA,JAISINGHPUR,-,-,-,-,-,-,26.39166667,75.48750000,,10-01-2023 00:00,1.95
3753,JAISINGHPUR,CGWB,8,Rajasthan,116,TONK,MALPURA,MALPURA,JAISINGHPUR,-,-,-,-,-,-,26.39166667,75.48750000,,30-05-2023 00:00,4.17
3754,JAISINGHPUR,CGWB,8,Rajasthan,116,TONK,MALPURA,MALPURA,JAISINGHPUR,-,-,-,-,-,-,26.39166667,75.48750000,,30-08-2023 00:00,2.79
3755,JAISINGHPUR,CGWB,8,Rajasthan,116,TONK,MALPURA,MALPURA,JAISINGHPUR,-,-,-,-,-,-,26.39166667,75.48750000,,10-11-2023 00:00,3.2
3756,JAISINGHPUR,CGWB,8,Rajasthan,116,TONK,MALPURA,MALPURA,JAISINGHPUR,-,-,-,-,-,-,26.39166667,75.48750000,,10-01-2024 00:00,3.1000001
3757,JAISINGHPURA,CGWB,8,Rajasthan,106,JHUNJHUNU,JHUNJHUNU,JHUNJHUNU,JAISINGHPURA,-,-,-,-,-,-,28.05833333,75.26527778,,10-01-2023 00:00,51.79
3758,JAISINGHPURA,CGWB,8,Rajasthan,106,JHUNJHUNU,JHUNJHUNU,JHUNJHUNU,JAISINGHPURA,-,-,-,-,-,-,28.05833333,75.26527778,,30-05-2023 00:00,54.02
3759,JAISINGHPURA,CGWB,8,Rajasthan,106,JHUNJHUNU,JHUNJHUNU,JHUNJHUNU,JAISINGHPURA,-,-,-,-,-,-,28.05833333,75.26527778,,30-08-2023 00:00,54.05
3760,JAISINGHPURA,CGWB,8,Rajasthan,106,JHUNJHUNU,JHUNJHUNU,JHUNJHUNU,JAISINGHPURA,-,-,-,-,-,-,28.05833333,75.26527778,,10-11-2023 00:00,54.25
3761,Jaisinghpura_1,CGWB,8,Rajasthan,106,JHUNJHUNU,-,-,-,-,-,-,-,-,-,28.06000000,75.27000000,342.00,10-01-2024 00:00,54.5
3762,Jaisinghpura_2,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.84160000,75.69550000,386.60,10-01-2024 00:00,55.3
3763,Jaisingpur Khor,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.94480000,75.88060000,,30-05-2023 00:00,43.3
3764,Jaisingpur Khor,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.94480000,75.88060000,,30-08-2023 00:00,56.43
3765,Jaisingpur Khor_1,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.94480000,75.88060000,344.00,10-11-2023 00:00,60.2
