SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
8321,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,30-05-2023 00:00,65.4
8322,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,30-08-2023 00:00,66.55
8323,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,10-11-2023 00:00,63.1
8324,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,10-01-2024 00:00,66.65
8325,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,10-01-2021 00:00,11.18
8326,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,31-08-2021 06:00,21.43
8327,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,30-11-2021 06:00,12.53
8328,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,30-01-2022 07:00,16.68
8329,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,30-05-2022 06:00,21.58
8330,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,10-11-2022 06:00,13.73
8331,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,10-01-2023 00:00,10.929999
8332,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,30-05-2023 00:00,15.1
8333,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,30-08-2023 00:00,5.98
8334,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,10-11-2023 00:00,9.58
8335,SARUPGANJ,CGWB,8,Rajasthan,115,SIROHI,PINDWARA,PINDWARA,SARUPGANJ,-,-,-,-,-,-,24.65833333,72.93611111,,10-01-2024 00:00,9.73
8336,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,10-01-2021 00:00,2.3
8337,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,31-08-2021 06:00,1.6
8338,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,30-11-2021 06:00,1.55
8339,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,30-01-2022 07:00,1.65
8340,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,30-05-2022 06:00,2.25
8341,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,30-08-2022 06:00,2
8342,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,10-11-2022 06:00,1.4
8343,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,10-01-2023 00:00,1.25
8344,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,10-01-2024 00:00,2
8345,SARWAD,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,SARWAD,-,-,-,-,-,-,26.05000000,75.00000000,,30-08-2024 00:00,2.09
8346,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,10-01-2021 00:00,22.1
8347,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,31-08-2021 06:00,25.35
8348,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,30-11-2021 06:00,27.25
8349,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,30-01-2022 07:00,24.15
8350,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,30-05-2022 06:00,24.35
8351,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,30-08-2022 06:00,22.3
8352,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,10-11-2022 06:00,25.33
8353,SASION-KA-KUA,CGWB,8,Rajasthan,90,BARMER,BARMER,BARMER,SASION-KA-KUA,-,-,-,-,-,-,25.70416667,71.41250000,,30-08-2023 00:00,19.45
8354,SATA1,CGWB,8,Rajasthan,90,BARMER,CHOHTAN,CHAUHTAN,SATA,-,-,-,-,-,-,24.82500000,71.15833333,,11-01-2023 00:00,7.7
8355,SATA1,CGWB,8,Rajasthan,90,BARMER,CHOHTAN,CHAUHTAN,SATA,-,-,-,-,-,-,24.82500000,71.15833333,,01-06-2023 00:00,7.7
8356,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,10-01-2021 00:00,19.9
8357,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,31-08-2021 06:00,20.3
8358,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,30-11-2021 06:00,20.28
8359,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,30-01-2022 07:00,22
8360,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,30-05-2022 06:00,20.9
8361,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,30-08-2022 06:00,20.7
8362,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,10-11-2022 06:00,20.6
8363,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,10-01-2023 00:00,22.25
8364,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,30-05-2023 00:00,21.32
8365,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,30-08-2023 00:00,20.75
8366,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,10-11-2023 00:00,20.13
8367,Sataya_DW,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,-,-,-,-,-,-,-,-,27.42000000,71.65888889,,10-01-2024 00:00,21.1
8368,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,10-01-2021 00:00,27.6
8369,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,31-08-2021 06:00,28.6
8370,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,30-11-2021 06:00,28.85
8371,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,30-01-2022 07:00,28.6
8372,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,30-05-2022 06:00,28.85
8373,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,30-08-2022 06:00,29.3
8374,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,10-11-2022 06:00,29.6
8375,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,10-01-2023 00:00,29.919998
8376,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,30-05-2023 00:00,29.47
8377,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,30-08-2023 00:00,30.05
8378,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,10-11-2023 00:00,30.18
8379,SATIPURA,CGWB,8,Rajasthan,101,HANUMANGARH,HANUMANGARH,-,-,-,-,-,-,-,-,29.62500000,74.31666667,,10-01-2024 00:00,32.45
8380,SATTASAR,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,SATTASAR,-,-,-,-,-,-,28.59166667,73.07916667,,10-01-2023 00:00,29.710001
8381,SATTASAR,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,SATTASAR,-,-,-,-,-,-,28.59166667,73.07916667,,30-05-2023 00:00,29.890001
8382,SATTASAR,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,SATTASAR,-,-,-,-,-,-,28.59166667,73.07916667,,30-08-2023 00:00,30.74
8383,SATTASAR,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,SATTASAR,-,-,-,-,-,-,28.59166667,73.07916667,,10-11-2023 00:00,29.91
8384,SATUR,CGWB,8,Rajasthan,94,BUNDI,HINDOLI,HINDOLI,SATUR,-,-,-,-,-,-,25.47222222,75.55416667,,10-01-2023 00:00,8.4
8385,SATUR,CGWB,8,Rajasthan,94,BUNDI,HINDOLI,HINDOLI,SATUR,-,-,-,-,-,-,25.47222222,75.55416667,,30-05-2023 00:00,7.62
8386,SATUR,CGWB,8,Rajasthan,94,BUNDI,HINDOLI,HINDOLI,SATUR,-,-,-,-,-,-,25.47222222,75.55416667,,30-08-2023 00:00,6.3
8387,SATUR,CGWB,8,Rajasthan,94,BUNDI,HINDOLI,HINDOLI,SATUR,-,-,-,-,-,-,25.47222222,75.55416667,,10-11-2023 00:00,1.38
8388,SATUR,CGWB,8,Rajasthan,94,BUNDI,HINDOLI,HINDOLI,SATUR,-,-,-,-,-,-,25.47222222,75.55416667,,10-01-2024 00:00,7.6
8389,SAUPADAMSINGH,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,SAUPADAMSINGH,-,-,-,-,-,-,26.20000000,71.82500000,,11-01-2023 00:00,13.06
8390,SAUPADAMSINGH,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,SAUPADAMSINGH,-,-,-,-,-,-,26.20000000,71.82500000,,30-05-2023 00:00,18.51
8391,SAUPADAMSINGH,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,SAUPADAMSINGH,-,-,-,-,-,-,26.20000000,71.82500000,,01-06-2023 00:00,13.06
8392,SAVINA,CGWB,8,Rajasthan,117,UDAIPUR,GIRWA,GIRWA,SAVINA,-,-,-,-,-,-,24.55222222,73.71388889,,10-01-2023 00:00,6.1
8393,SAVINA,CGWB,8,Rajasthan,117,UDAIPUR,GIRWA,GIRWA,SAVINA,-,-,-,-,-,-,24.55222222,73.71388889,,30-05-2023 00:00,3.7
8394,SAVINA,CGWB,8,Rajasthan,117,UDAIPUR,GIRWA,GIRWA,SAVINA,-,-,-,-,-,-,24.55222222,73.71388889,,30-08-2023 00:00,1.81
8395,SAVINA,CGWB,8,Rajasthan,117,UDAIPUR,GIRWA,GIRWA,SAVINA,-,-,-,-,-,-,24.55222222,73.71388889,,10-11-2023 00:00,2.65
8396,SAVINA,CGWB,8,Rajasthan,117,UDAIPUR,GIRWA,GIRWA,SAVINA,-,-,-,-,-,-,24.55222222,73.71388889,,10-01-2024 00:00,2.83
8397,Sawaipur,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,-,-,-,-,-,-,-,-,25.30833333,74.83333333,,10-01-2024 00:00,10.98
8398,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,10-01-2021 00:00,11.55
8399,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,31-08-2021 06:00,12.05
8400,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,30-11-2021 06:00,8.32
8401,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,30-01-2022 07:00,10.55
8402,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,30-05-2022 06:00,13.95
8403,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,30-08-2022 06:00,6.17
8404,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,10-11-2022 06:00,6.25
8405,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,10-01-2023 00:00,8.75
8406,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,30-05-2023 00:00,13.25
8407,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,30-08-2023 00:00,6.55
8408,SAWAIPUR,CGWB,8,Rajasthan,92,BHILWARA,KOTRI,KOTRI,SAWAIPUR,-,-,-,-,-,-,25.30694444,74.86666667,,10-11-2023 00:00,10.91
8409,Seenwa,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,27.40080000,74.38160000,314.80,10-11-2023 00:00,14.6
8410,Seenwa,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,27.40080000,74.38160000,314.80,10-01-2024 00:00,67.9
8411,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,10-01-2021 00:00,42
8412,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,31-08-2021 06:00,42.03
8413,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,30-11-2021 06:00,41.67
8414,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,30-01-2022 07:00,42
8415,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,30-05-2022 06:00,42.14
8416,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,10-01-2023 00:00,
8417,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,30-05-2023 00:00,42.11
8418,Sekhiwas,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Sekhiwas,-,-,-,-,-,-,27.86444444,74.86138889,,30-08-2023 00:00,42.02
8419,Sekhiwas_1,CGWB,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,27.86440000,74.86140000,338.00,10-11-2023 00:00,42.15
8420,Sekhiwas_1,CGWB,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,27.86440000,74.86140000,338.00,10-01-2024 00:00,41.59
8421,SEMRI,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SEMRI,-,-,-,-,-,-,24.08333333,73.85000000,,30-05-2023 00:00,3.5500002
8422,SEMRI,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SEMRI,-,-,-,-,-,-,24.08333333,73.85000000,,30-08-2023 00:00,2.2
8423,SEMRI,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SEMRI,-,-,-,-,-,-,24.08333333,73.85000000,,10-11-2023 00:00,2.1999998
8424,SEMRI,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SEMRI,-,-,-,-,-,-,24.08333333,73.85000000,,10-01-2024 00:00,3.1000001
8425,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,10-01-2021 00:00,3.22
8426,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,31-08-2021 06:00,4.57
8427,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,30-11-2021 06:00,5.47
8428,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,30-01-2022 07:00,3.47
8429,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,30-05-2022 06:00,6.27
8430,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,30-08-2022 06:00,2.47
8431,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,10-11-2022 06:00,2.77
8432,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,30-05-2023 00:00,6.9
8433,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,30-08-2023 00:00,2.67
8434,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,10-11-2023 00:00,6.37
8435,SENWASA,CGWB,8,Rajasthan,88,BANSWARA,GHATOL,GHATOL,SENWASA,-,-,-,-,-,-,23.65611111,74.38972222,,10-01-2024 00:00,3.27
8436,SEPAU,CGWB,8,Rajasthan,98,DHOLPUR,BARI,BARI,SEPAU,-,-,-,-,-,-,26.80833333,77.74583333,,30-05-2023 00:00,10.9800005
8437,SEPAU,CGWB,8,Rajasthan,98,DHOLPUR,BARI,BARI,SEPAU,-,-,-,-,-,-,26.80833333,77.74583333,,30-08-2023 00:00,9.650001
8438,SEPAU,CGWB,8,Rajasthan,98,DHOLPUR,BARI,BARI,SEPAU,-,-,-,-,-,-,26.80833333,77.74583333,,10-11-2023 00:00,9.45
8439,SEPAU,CGWB,8,Rajasthan,98,DHOLPUR,BARI,BARI,SEPAU,-,-,-,-,-,-,26.80833333,77.74583333,,10-01-2024 00:00,9.88
8440,Sera Pada Sandoh,CGWB,8,Rajasthan,88,BANSWARA,TALWARA,TALWARA,Sera Pada Sandoh,-,-,-,-,-,-,23.48333333,74.36666667,,10-01-2021 00:00,4
8441,Sera Pada Sandoh,CGWB,8,Rajasthan,88,BANSWARA,TALWARA,TALWARA,Sera Pada Sandoh,-,-,-,-,-,-,23.48333333,74.36666667,,30-08-2022 06:00,3.8
8442,Sera Pada Sandoh,CGWB,8,Rajasthan,88,BANSWARA,TALWARA,TALWARA,Sera Pada Sandoh,-,-,-,-,-,-,23.48333333,74.36666667,,10-11-2022 06:00,3.6
8443,Sera Pada Sandoh,CGWB,8,Rajasthan,88,BANSWARA,TALWARA,TALWARA,Sera Pada Sandoh,-,-,-,-,-,-,23.48333333,74.36666667,,10-01-2023 00:00,1
8444,Sera Pada Sandoh,CGWB,8,Rajasthan,88,BANSWARA,TALWARA,TALWARA,Sera Pada Sandoh,-,-,-,-,-,-,23.48333333,74.36666667,,10-11-2023 00:00,2.5
8445,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,10-01-2021 00:00,68.4
8446,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,31-08-2021 06:00,75.1
8447,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,30-11-2021 06:00,74.8
8448,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,30-01-2022 07:00,86.8
8449,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,30-05-2022 06:00,87.9
8450,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,30-08-2022 06:00,67.5
8451,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,10-11-2022 06:00,79.9
8452,Serena,CGWB,8,Rajasthan,104,JALORE,JALORE,JALORE,Serena,-,-,-,-,-,-,25.19472222,72.43083333,,10-01-2023 00:00,80
8453,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,30-05-2023 00:00,81
8454,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,30-08-2023 00:00,77.1
8455,Serena,CGWB,8,Rajasthan,104,JALORE,JASWANTPURA,JASWANTPURA,Serena,-,-,-,-,-,-,25.20250000,72.43083333,,10-11-2023 00:00,77.2
8456,SETHORIYA,CGWB,8,Rajasthan,92,BHILWARA,Bhilwara,-,-,-,-,-,-,-,-,25.19210000,74.43600000,,10-01-2023 00:00,17.9
8457,SETHORIYA,CGWB,8,Rajasthan,92,BHILWARA,Bhilwara,-,-,-,-,-,-,-,-,25.19210000,74.43600000,,30-05-2023 00:00,21.12
8458,SETHORIYA,CGWB,8,Rajasthan,92,BHILWARA,Bhilwara,-,-,-,-,-,-,-,-,25.19210000,74.43600000,,30-08-2023 00:00,14.24
8459,SETHORIYA,CGWB,8,Rajasthan,92,BHILWARA,Bhilwara,-,-,-,-,-,-,-,-,25.19210000,74.43600000,,10-11-2023 00:00,17.08
8460,SETHORIYA,CGWB,8,Rajasthan,92,BHILWARA,Bhilwara,-,-,-,-,-,-,-,-,25.19210000,74.43600000,,10-01-2024 00:00,17.86
8461,SEWA,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,GANGAPUR,GANGAPUR,SEWA,-,-,-,-,-,-,26.52500000,76.85000000,,10-01-2023 00:00,3.8300002
8462,SEWA,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,GANGAPUR,GANGAPUR,SEWA,-,-,-,-,-,-,26.52500000,76.85000000,,30-05-2023 00:00,2.91
8463,SEWA,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,GANGAPUR,GANGAPUR,SEWA,-,-,-,-,-,-,26.52500000,76.85000000,,30-08-2023 00:00,2.78
8464,SEWA,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,GANGAPUR,GANGAPUR,SEWA,-,-,-,-,-,-,26.52500000,76.85000000,,10-11-2023 00:00,3.53
8465,SEWA,CGWB,8,Rajasthan,113,SAWAI MADHOPUR,GANGAPUR,GANGAPUR,SEWA,-,-,-,-,-,-,26.52500000,76.85000000,,10-01-2024 00:00,4.1299996
8466,Sewada,CGWB,8,Rajasthan,104,Jalore,CHITALWANA,CHITALWANA,Sewada,-,-,-,-,-,-,24.91416667,71.73861111,,10-01-2021 00:00,6.1
8467,Sewada,CGWB,8,Rajasthan,104,Jalore,CHITALWANA,CHITALWANA,Sewada,-,-,-,-,-,-,24.91416667,71.73861111,,31-08-2021 06:00,4.55
8468,Sewada,CGWB,8,Rajasthan,104,Jalore,CHITALWANA,CHITALWANA,Sewada,-,-,-,-,-,-,24.91416667,71.73861111,,30-01-2022 07:00,5.6
8469,Sewada,CGWB,8,Rajasthan,104,Jalore,CHITALWANA,CHITALWANA,Sewada,-,-,-,-,-,-,24.91416667,71.73861111,,30-05-2022 06:00,5.8
8470,Sewada,CGWB,8,Rajasthan,104,Jalore,CHITALWANA,CHITALWANA,Sewada,-,-,-,-,-,-,24.91416667,71.73861111,,30-08-2022 06:00,2.46
8471,Sewada,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sewada,-,-,-,-,-,-,24.90638889,71.74194444,,10-01-2023 00:00,5.5
